Date,Open,Close,Change(%),High,Low
"13 Aug 2025","24,629.50","24,710.00","0.33%","24,743.00","24,597.50"
"12 Aug 2025","24,558.50","24,619.00","0.25%","24,759.00","24,471.50"
"11 Aug 2025","24,422.50","24,552.00","0.53%","24,639.50","24,400.00"
"09 Aug 2025","24,434.00","24,434.00","-","24,434.00","24,434.00"
"08 Aug 2025","24,647.00","24,434.00","-0.86%","24,658.50","24,390.00"
"07 Aug 2025","24,573.00","24,633.00","0.24%","24,724.50","24,395.00"
"06 Aug 2025","24,653.50","24,536.50","-0.47%","24,732.50","24,412.50"
"05 Aug 2025","24,728.50","24,637.50","-0.37%","24,773.00","24,620.00"
"04 Aug 2025","24,662.50","24,706.50","0.18%","24,832.00","24,627.50"
"03 Aug 2025","24,670.00","24,670.00","-","24,670.00","24,670.00"
"01 Aug 2025","24,728.50","24,670.00","-0.24%","24,841.50","24,574.50"
"31 Jul 2025","24,700.50","24,850.00","0.61%","25,052.00","24,625.00"
"30 Jul 2025","24,825.00","24,655.00","-0.68%","24,910.00","24,655.00"
"29 Jul 2025","24,657.50","24,800.00","0.58%","24,859.00","24,631.50"
"28 Jul 2025","24,831.00","24,650.00","-0.73%","24,919.50","24,620.50"
"25 Jul 2025","24,968.00","24,825.00","-0.57%","25,010.00","24,752.50"
"24 Jul 2025","25,288.50","24,968.00","-1.27%","25,300.00","24,949.50"
"23 Jul 2025","25,134.50","25,292.50","0.63%","25,324.00","25,109.00"
"22 Jul 2025","25,183.50","25,140.00","-0.17%","25,198.00","25,062.00"
"21 Jul 2025","25,018.50","25,182.00","0.65%","25,240.00","24,908.50"
"19 Jul 2025","25,010.50","25,010.50","-","25,010.50","25,010.50"
"18 Jul 2025","25,201.00","25,010.50","-0.76%","25,212.00","24,967.50"
"17 Jul 2025","25,270.50","25,216.00","-0.22%","25,287.00","25,085.00"
"16 Jul 2025","25,173.50","25,282.00","0.43%","25,289.00","25,150.50"
"15 Jul 2025","25,179.00","25,167.50","-0.05%","25,298.00","25,138.00"
"14 Jul 2025","25,205.50","25,171.50","-0.13%","25,206.00","25,058.50"
"12 Jul 2025","25,237.00","25,237.00","-","25,237.00","25,237.00"
"11 Jul 2025","25,299.50","25,237.00","-0.25%","25,368.50","25,177.50"
"10 Jul 2025","25,576.00","25,336.50","-0.94%","25,578.00","25,286.00"
"09 Jul 2025","25,582.50","25,574.00","-0.03%","25,640.00","25,510.00"
"08 Jul 2025","25,513.00","25,590.50","0.30%","25,634.00","25,485.50"
"07 Jul 2025","25,500.50","25,475.50","-0.10%","25,572.50","25,445.50"
"06 Jul 2025","25,512.00","25,512.00","-","25,512.00","25,512.00"
"04 Jul 2025","25,544.50","25,512.00","-0.13%","25,555.00","25,400.00"
"03 Jul 2025","25,568.00","25,560.00","-0.03%","25,669.00","25,479.00"
"02 Jul 2025","25,687.50","25,556.50","-0.51%","25,705.00","25,477.00"
"01 Jul 2025","25,635.00","25,677.00","0.16%","25,712.00","25,601.50"
"28 Jun 2025","25,728.50","25,728.50","-","25,728.50","25,728.50"
"27 Jun 2025","25,740.00","25,728.50","-0.04%","25,805.00","25,643.00"
"26 Jun 2025","25,291.00","25,697.50","1.61%","25,714.50","25,270.50"
"25 Jun 2025","25,168.00","25,285.50","0.47%","25,327.00","25,130.00"
"24 Jun 2025","25,128.50","25,159.50","0.12%","25,349.50","25,033.50"
"23 Jun 2025","24,987.50","25,050.00","0.25%","25,086.00","24,818.00"
"21 Jun 2025","25,022.00","25,022.00","-","25,022.00","25,022.00"
"20 Jun 2025","24,796.00","25,022.00","0.91%","25,159.50","24,775.00"
"19 Jun 2025","24,770.50","24,757.00","-0.05%","24,883.00","24,713.00"
"18 Jun 2025","24,821.00","24,809.00","-0.05%","24,982.00","24,761.00"
"17 Jun 2025","25,000.00","24,802.50","-0.79%","25,009.00","24,795.00"
"16 Jun 2025","24,760.00","25,010.00","1.01%","25,099.50","24,744.00"
"13 Jun 2025","24,743.50","24,743.00","-0.00%","24,842.50","24,560.50"
"12 Jun 2025","25,205.50","24,997.50","-0.83%","25,272.50","24,891.00"
"11 Jun 2025","25,176.50","25,215.00","0.15%","25,307.50","25,136.00"
"10 Jun 2025","25,219.00","25,198.50","-0.08%","25,267.50","25,131.00"
"09 Jun 2025","25,166.50","25,232.00","0.26%","25,246.00","25,152.00"
"08 Jun 2025","25,153.50","25,153.50","-","25,153.50","25,153.50"
"07 Jun 2025","25,153.50","25,153.50","-","25,153.50","25,153.50"
"06 Jun 2025","24,847.00","25,153.50","1.23%","25,188.00","24,736.00"
"05 Jun 2025","24,747.00","24,830.00","0.34%","25,010.50","24,711.00"
"04 Jun 2025","24,720.00","24,747.00","0.11%","24,761.50","24,624.50"
"03 Jun 2025","24,872.50","24,714.00","-0.64%","24,945.00","24,610.00"
"02 Jun 2025","24,800.00","24,892.50","0.37%","24,921.00","24,587.00"
"30 May 2025","24,950.00","24,897.00","-0.21%","24,975.00","24,801.00"
"29 May 2025","24,804.00","24,939.00","0.54%","24,990.50","24,658.00"
"28 May 2025","24,858.00","24,762.50","-0.38%","24,897.50","24,696.50"
"27 May 2025","25,059.00","24,869.50","-0.76%","25,099.50","24,734.50"
"26 May 2025","24,925.00","25,037.50","0.45%","25,119.00","24,910.00"
"24 May 2025","24,841.00","24,841.00","-","24,841.00","24,841.00"
"23 May 2025","24,699.50","24,841.00","0.57%","24,960.50","24,629.00"
"22 May 2025","24,778.50","24,681.00","-0.39%","24,792.00","24,507.00"
"21 May 2025","24,801.50","24,762.50","-0.16%","25,028.00","24,728.50"
"20 May 2025","25,100.00","24,805.00","-1.18%","25,103.00","24,749.50"
"19 May 2025","25,090.00","25,102.50","0.05%","25,118.00","24,952.00"
"17 May 2025","25,126.50","25,126.50","-","25,126.50","25,126.50"
"16 May 2025","25,190.50","25,126.50","-0.25%","25,192.00","25,003.00"
"15 May 2025","24,759.50","25,210.00","1.82%","25,222.50","24,590.50"
"14 May 2025","24,734.00","24,782.00","0.19%","24,829.00","24,577.50"
"13 May 2025","24,931.00","24,747.50","-0.74%","25,042.50","24,604.00"
"12 May 2025","24,549.00","24,952.50","1.64%","25,082.00","24,425.50"
"10 May 2025","24,087.50","24,087.50","-","24,087.50","24,087.50"
"09 May 2025","23,900.00","24,087.50","0.78%","24,236.00","23,882.50"
"08 May 2025","24,347.50","23,885.00","-1.90%","24,514.50","23,754.50"
"07 May 2025","24,308.50","24,337.00","0.12%","24,555.00","24,275.00"
"06 May 2025","24,594.00","24,125.00","-1.91%","24,609.50","24,125.00"
"05 May 2025","24,525.00","24,581.00","0.23%","24,645.50","24,480.00"
"04 May 2025","24,532.00","24,532.00","-","24,532.00","24,532.00"
"02 May 2025","24,402.50","24,532.00","0.53%","24,738.00","24,313.50"
"01 May 2025","24,379.50","24,360.00","-0.08%","24,464.50","24,257.50"
"29 Apr 2025","24,419.00","24,465.50","0.19%","24,581.00","24,392.00"
"28 Apr 2025","24,196.50","24,430.00","0.97%","24,510.50","24,176.50"
"27 Apr 2025","24,220.00","24,220.00","-","24,220.00","24,220.00"
"26 Apr 2025","24,220.00","24,220.00","-","24,220.00","24,220.00"
"25 Apr 2025","24,513.50","24,220.00","-1.20%","24,546.50","23,969.00"
"24 Apr 2025","24,280.00","24,519.50","0.99%","24,879.00","24,223.00"
"23 Apr 2025","24,445.00","24,267.00","-0.73%","24,445.00","24,128.50"
"22 Apr 2025","24,075.50","24,315.00","0.99%","24,387.00","24,075.00"
"21 Apr 2025","23,900.50","24,075.50","0.73%","24,193.50","23,790.00"
"19 Apr 2025","23,900.00","23,900.00","-","23,900.00","23,900.00"
