Date,Open,Close,Change(%),High,Low
"21 Jun 2024","23,627.50","23,457.50","-0.72%","23,642.00","23,426.50"
"20 Jun 2024","23,505.50","23,627.50","0.52%","23,647.00","23,451.50"
"19 Jun 2024","23,653.00","23,505.50","-0.62%","23,683.00","23,447.00"
"18 Jun 2024","23,601.50","23,672.00","0.30%","23,685.50","23,550.00"
"17 Jun 2024","23,566.50","23,611.00","0.19%","23,620.00","23,525.00"
"14 Jun 2024","23,420.50","23,566.50","0.62%","23,591.50","23,367.50"
"13 Jun 2024","23,445.00","23,420.50","-0.10%","23,477.50","23,343.50"
"12 Jun 2024","23,317.50","23,445.00","0.55%","23,519.00","23,289.00"
"11 Jun 2024","23,285.50","23,318.00","0.14%","23,458.50","23,221.50"
"10 Jun 2024","23,225.50","23,285.50","0.26%","23,415.00","23,225.50"
"07 Jun 2024","22,902.50","23,253.50","1.53%","23,354.00","22,862.00"
"06 Jun 2024","22,724.50","22,891.00","0.73%","22,983.00","22,663.00"
"05 Jun 2024","22,079.00","22,712.50","2.87%","22,745.50","21,829.50"
"04 Jun 2024","23,559.00","22,100.50","-6.19%","23,587.50","21,244.50"
"03 Jun 2024","23,159.00","23,514.00","1.53%","23,548.50","23,159.00"
"31 May 2024","22,658.00","22,742.50","0.37%","22,787.00","22,598.50"
"30 May 2024","22,735.00","22,710.00","-0.11%","22,944.00","22,414.00"
"29 May 2024","22,865.00","22,735.00","-0.57%","22,879.00","22,692.00"
"28 May 2024","23,025.50","22,865.00","-0.70%","23,185.50","22,840.00"
"27 May 2024","23,023.00","23,025.50","0.01%","23,185.50","22,935.00"
"24 May 2024","22,959.50","23,031.00","0.31%","23,120.00","22,931.50"
"23 May 2024","22,650.00","22,960.00","1.37%","23,096.50","22,563.50"
"22 May 2024","22,616.50","22,650.00","0.15%","22,698.50","22,563.50"
"21 May 2024","22,601.50","22,612.00","0.05%","22,693.00","22,513.50"
"20 May 2024","22,556.50","22,601.50","0.20%","22,659.50","22,540.50"
"17 May 2024","22,460.00","22,551.00","0.41%","22,577.00","22,412.00"
"16 May 2024","22,368.00","22,460.00","0.41%","22,499.00","22,160.50"
"15 May 2024","22,424.50","22,368.00","-0.25%","22,424.50","22,205.50"
"14 May 2024","22,239.50","22,372.50","0.60%","22,380.00","22,151.00"
"13 May 2024","22,055.50","22,213.00","0.71%","22,259.50","21,885.00"
"10 May 2024","22,128.50","22,055.50","-0.33%","22,227.00","22,047.00"
"09 May 2024","22,387.50","22,128.50","-1.16%","22,400.50","22,039.50"
"08 May 2024","22,370.00","22,380.00","0.04%","22,496.00","22,286.00"
"07 May 2024","22,605.50","22,406.00","-0.88%","22,638.00","22,310.50"
"06 May 2024","22,693.00","22,605.50","-0.39%","22,708.50","22,526.00"
"03 May 2024","22,885.00","22,693.00","-0.84%","22,905.00","22,471.50"
"02 May 2024","22,684.50","22,895.00","0.93%","22,899.50","22,684.50"
"01 May 2024","22,658.00","22,675.00","0.08%","22,758.00","22,614.00"
"30 Apr 2024","22,770.50","22,658.00","-0.49%","22,863.50","22,568.00"
"29 Apr 2024","22,638.00","22,770.50","0.59%","22,797.50","22,568.00"
"26 Apr 2024","22,692.50","22,638.00","-0.24%","22,700.00","22,524.50"
"25 Apr 2024","22,370.00","22,673.00","1.35%","22,719.00","22,315.00"
"24 Apr 2024","22,424.50","22,370.00","-0.24%","22,486.00","22,331.00"
"23 Apr 2024","22,458.00","22,424.50","-0.15%","22,458.00","22,329.50"
"22 Apr 2024","22,203.50","22,458.00","1.15%","22,459.50","22,181.00"
"19 Apr 2024","21,975.50","22,203.50","1.04%","22,206.00","21,659.50"
"18 Apr 2024","22,112.00","22,015.00","-0.44%","22,331.00","21,929.00"
"17 Apr 2024","22,187.50","22,112.50","-0.34%","22,245.00","22,090.00"
"16 Apr 2024","22,182.50","22,187.50","0.02%","22,252.00","22,080.00"
"15 Apr 2024","22,470.00","22,250.00","-0.98%","22,511.00","22,214.50"
"12 Apr 2024","22,714.50","22,452.50","-1.15%","22,770.00","22,417.00"
"11 Apr 2024","22,704.00","22,715.00","0.05%","22,715.00","22,500.00"
"10 Apr 2024","22,833.50","22,704.00","-0.57%","22,849.50","22,608.50"
"09 Apr 2024","22,844.00","22,834.00","-0.04%","22,863.50","22,715.00"
"08 Apr 2024","22,674.00","22,838.00","0.72%","22,859.00","22,504.00"
"05 Apr 2024","22,535.00","22,674.00","0.62%","22,675.00","22,504.00"
"04 Apr 2024","22,555.00","22,570.50","0.07%","22,733.00","22,411.00"
"03 Apr 2024","22,481.50","22,555.00","0.33%","22,628.50","22,411.00"
"02 Apr 2024","22,470.00","22,499.50","0.13%","22,613.00","22,464.50"
"01 Apr 2024","22,477.50","22,493.00","0.07%","22,656.00","22,477.50"
"29 Mar 2024","22,560.50","22,524.00","-0.16%","22,600.00","22,475.50"
"28 Mar 2024","22,214.00","22,570.00","1.60%","22,649.50","22,163.50"
"27 Mar 2024","22,081.00","22,214.00","0.60%","22,234.00","22,035.00"
"26 Mar 2024","22,081.00","22,081.00","-","22,149.50","22,044.00"
"25 Mar 2024","22,099.00","22,081.00","-0.08%","22,149.00","22,039.50"
"22 Mar 2024","22,032.00","22,099.00","0.30%","22,263.00","21,958.50"
"21 Mar 2024","22,053.50","22,032.00","-0.10%","22,159.00","22,025.50"
"20 Mar 2024","21,899.00","22,053.50","0.71%","22,079.50","21,800.50"
"19 Mar 2024","22,097.00","21,899.00","-0.90%","22,097.00","21,840.00"
"18 Mar 2024","22,048.50","22,097.00","0.22%","22,226.50","22,027.00"
"15 Mar 2024","22,133.00","22,048.50","-0.38%","22,189.00","21,998.50"
"14 Mar 2024","22,057.50","22,122.50","0.29%","22,525.00","22,006.50"
"13 Mar 2024","22,446.50","22,057.50","-1.73%","22,525.00","22,005.00"
"12 Mar 2024","22,423.50","22,457.50","0.15%","22,544.50","22,386.50"
"11 Mar 2024","22,669.50","22,423.50","-1.09%","22,670.50","22,392.00"
"08 Mar 2024","22,682.00","22,661.00","-0.09%","22,745.00","22,637.50"
"07 Mar 2024","22,655.00","22,673.00","0.08%","22,673.00","22,531.00"
"06 Mar 2024","22,435.00","22,655.00","0.98%","22,669.50","22,323.50"
"05 Mar 2024","22,514.50","22,435.00","-0.35%","22,547.50","22,353.00"
"04 Mar 2024","22,511.00","22,514.50","0.02%","22,557.50","22,470.50"
"01 Mar 2024","22,167.50","22,511.00","1.55%","22,564.00","22,167.50"
"29 Feb 2024","21,916.00","22,155.00","1.09%","22,237.00","21,845.50"
"28 Feb 2024","22,230.00","21,916.00","-1.41%","22,247.50","21,871.00"
"27 Feb 2024","22,183.50","22,230.00","0.21%","22,230.00","22,093.50"
"26 Feb 2024","22,254.50","22,183.50","-0.32%","22,271.50","22,090.00"
"23 Feb 2024","22,338.00","22,290.00","-0.21%","22,338.00","22,210.00"
"22 Feb 2024","22,103.50","22,338.00","1.06%","22,338.00","21,945.00"
"21 Feb 2024","22,265.50","22,081.50","-0.83%","22,282.00","22,030.00"
"20 Feb 2024","22,180.00","22,265.50","0.39%","22,316.00","22,079.50"
"19 Feb 2024","22,165.50","22,180.00","0.07%","22,270.00","22,069.50"
"16 Feb 2024","22,062.00","22,114.50","0.24%","22,195.50","22,053.00"
"15 Feb 2024","21,997.50","22,107.00","0.50%","22,109.50","21,850.00"
"14 Feb 2024","21,652.00","21,999.00","1.60%","22,003.50","21,605.50"
"13 Feb 2024","21,743.00","21,651.50","-0.42%","21,850.50","21,601.00"
"12 Feb 2024","21,921.00","21,750.50","-0.78%","21,969.50","21,671.00"
"09 Feb 2024","21,761.00","21,921.00","0.74%","21,940.00","21,670.00"
"08 Feb 2024","22,027.50","21,774.50","-1.15%","22,095.50","21,757.50"
"07 Feb 2024","22,106.00","22,054.00","-0.24%","22,129.50","21,903.50"
"06 Feb 2024","21,842.50","22,122.00","1.28%","22,145.00","21,795.50"
"05 Feb 2024","21,935.00","21,821.50","-0.52%","22,043.50","21,770.00"
"02 Feb 2024","21,917.50","21,935.00","0.08%","22,205.00","21,845.50"
"01 Feb 2024","21,830.50","21,914.00","0.38%","21,930.00","21,726.00"
"31 Jan 2024","21,672.00","21,789.00","0.54%","21,898.00","21,572.00"
"30 Jan 2024","21,924.50","21,672.00","-1.15%","21,978.00","21,564.00"
"29 Jan 2024","21,548.50","21,959.50","1.91%","21,960.00","21,548.50"
"25 Jan 2024","21,481.50","21,548.50","0.31%","21,646.00","21,245.00"
"24 Jan 2024","21,312.50","21,481.50","0.79%","21,530.50","21,149.50"
"23 Jan 2024","21,611.50","21,268.00","-1.59%","21,800.00","21,154.00"
"20 Jan 2024","21,697.50","21,611.50","-0.40%","21,708.00","21,574.50"
"19 Jan 2024","21,541.50","21,697.50","0.72%","21,731.50","21,516.00"
"18 Jan 2024","21,486.50","21,548.50","0.29%","21,560.00","21,299.50"
"17 Jan 2024","21,840.00","21,470.00","-1.69%","21,872.50","21,389.50"
"16 Jan 2024","22,126.00","21,840.00","-1.29%","22,144.50","21,821.00"
"15 Jan 2024","22,044.00","22,151.50","0.49%","22,188.50","22,009.00"
"12 Jan 2024","21,726.00","22,044.00","1.46%","22,119.50","21,686.00"
"11 Jan 2024","21,714.00","21,715.00","0.00%","21,766.50","21,605.00"
"10 Jan 2024","21,587.00","21,720.00","0.62%","21,741.00","21,505.00"
"09 Jan 2024","21,715.00","21,596.50","-0.55%","21,819.00","21,556.50"
"08 Jan 2024","21,776.00","21,703.00","-0.34%","21,815.50","21,563.00"
"05 Jan 2024","21,745.50","21,776.00","0.14%","21,849.00","21,685.00"
"04 Jan 2024","21,603.00","21,766.50","0.76%","21,829.00","21,602.00"
"03 Jan 2024","21,692.50","21,603.00","-0.41%","21,718.00","21,549.50"
"02 Jan 2024","21,845.00","21,716.50","-0.59%","21,886.00","21,681.00"
"01 Jan 2024","21,776.50","21,845.00","0.31%","22,032.00","21,776.50"
"29 Dec 2023","21,953.00","21,812.50","-0.64%","21,973.00","21,748.00"
"28 Dec 2023","21,792.00","21,953.00","0.74%","21,982.50","21,689.50"
"27 Dec 2023","21,531.50","21,792.00","1.21%","21,792.00","21,520.00"
"26 Dec 2023","21,393.50","21,533.50","0.65%","21,540.00","21,370.00"
"25 Dec 2023","21,420.00","21,409.00","-0.05%","21,494.00","21,385.50"
"22 Dec 2023","21,435.50","21,420.00","-0.07%","21,505.50","21,294.00"
"21 Dec 2023","21,064.00","21,425.00","1.71%","21,427.50","21,059.50"
"20 Dec 2023","21,574.00","21,065.00","-2.36%","21,692.50","21,037.50"
"19 Dec 2023","21,482.50","21,614.50","0.61%","21,629.00","21,423.00"
"18 Dec 2023","21,479.50","21,470.50","-0.04%","21,546.00","21,412.00"
"15 Dec 2023","21,410.00","21,469.50","0.28%","21,597.50","21,358.50"
"14 Dec 2023","21,251.50","21,423.00","0.81%","21,449.00","21,184.00"
"13 Dec 2023","21,040.50","21,260.00","1.04%","21,260.00","20,905.00"
"12 Dec 2023","21,112.50","21,040.50","-0.34%","21,150.00","20,962.00"
"11 Dec 2023","21,110.00","21,132.00","0.10%","21,145.00","21,042.50"
"08 Dec 2023","21,104.00","21,069.00","-0.17%","21,123.50","20,962.00"
"07 Dec 2023","21,052.50","21,081.50","0.14%","21,103.50","20,974.50"
"06 Dec 2023","20,984.50","21,061.50","0.37%","21,120.00","20,956.50"
"05 Dec 2023","20,857.50","20,995.00","0.66%","21,020.00","20,801.00"
"04 Dec 2023","20,552.00","20,870.00","1.55%","20,919.00","20,552.00"
"01 Dec 2023","20,307.00","20,490.00","0.90%","20,497.50","20,307.00"
"30 Nov 2023","20,105.00","20,320.50","1.07%","20,372.00","20,000.50"
"29 Nov 2023","19,863.00","20,100.00","1.19%","20,163.50","19,863.00"
"28 Nov 2023","19,868.00","19,863.00","-0.03%","19,889.00","19,832.00"
"27 Nov 2023","19,893.00","19,852.00","-0.21%","19,920.50","19,813.00"
"24 Nov 2023","19,831.50","19,893.00","0.31%","19,908.00","19,805.00"
"23 Nov 2023","19,897.50","19,878.00","-0.10%","19,927.00","19,833.50"
"22 Nov 2023","19,847.50","19,897.50","0.25%","19,923.00","19,760.00"
"21 Nov 2023","19,829.50","19,825.50","-0.02%","19,904.50","19,797.50"
"20 Nov 2023","19,793.50","19,809.00","0.08%","19,852.00","19,714.00"
"17 Nov 2023","19,843.00","19,802.00","-0.21%","19,864.00","19,745.00"
"16 Nov 2023","19,763.00","19,820.00","0.29%","19,935.00","19,699.00"
"15 Nov 2023","19,724.00","19,717.00","-0.04%","19,791.00","19,688.00"
"14 Nov 2023","19,533.00","19,557.00","0.12%","19,756.00","19,531.00"
"13 Nov 2023","19,523.00","19,500.00","-0.12%","19,575.00","19,469.00"
"10 Nov 2023","19,392.00","19,609.00","1.12%","19,609.00","19,354.00"
"09 Nov 2023","19,517.00","19,479.00","-0.19%","19,533.00","19,412.00"
"08 Nov 2023","19,457.00","19,481.00","0.12%","19,536.00","19,457.00"
"07 Nov 2023","19,457.00","19,458.00","0.01%","19,510.00","19,412.00"
"06 Nov 2023","19,457.00","19,462.00","0.03%","19,473.00","19,441.00"
"03 Nov 2023","19,369.00","19,288.00","-0.42%","19,457.00","19,255.00"
"02 Nov 2023","19,191.00","19,223.00","0.17%","19,374.00","19,129.00"
"01 Nov 2023","19,161.00","19,051.00","-0.57%","19,199.00","19,034.00"
"31 Oct 2023","19,222.00","19,163.00","-0.31%","19,245.00","19,063.00"
"30 Oct 2023","19,044.00","19,225.00","0.95%","19,248.00","19,006.00"
"27 Oct 2023","18,952.00","19,125.00","0.91%","19,150.00","18,933.00"
"26 Oct 2023","19,181.00","18,959.00","-1.16%","19,181.00","18,903.00"
"25 Oct 2023","19,333.00","19,122.00","-1.09%","19,341.00","19,060.00"
"24 Oct 2023","19,264.00","19,282.00","0.09%","19,341.00","19,255.00"
"23 Oct 2023","19,455.00","19,253.00","-1.04%","19,534.00","19,234.00"
"20 Oct 2023","19,573.00","19,521.00","-0.27%","19,573.00","19,426.00"
"19 Oct 2023","19,559.00","19,611.00","0.27%","19,666.00","19,524.00"
"18 Oct 2023","19,828.00","19,664.00","-0.83%","19,846.00","19,555.00"
"17 Oct 2023","19,821.00","19,806.00","-0.08%","19,849.00","19,760.00"
"16 Oct 2023","19,678.00","19,735.00","0.29%","19,839.00","19,678.00"
"13 Oct 2023","19,689.00","19,730.00","0.21%","19,809.00","19,674.00"
"12 Oct 2023","19,863.00","19,834.00","-0.15%","19,884.00","19,671.00"
"11 Oct 2023","19,800.00","19,854.00","0.27%","19,875.00","19,777.00"
"10 Oct 2023","19,624.00","19,737.00","0.58%","19,816.00","19,587.00"
"09 Oct 2023","19,687.00","19,510.00","-0.90%","19,698.00","19,481.00"
"06 Oct 2023","19,608.00","19,668.00","0.31%","19,788.00","19,500.00"
"05 Oct 2023","19,480.00","19,555.00","0.39%","19,624.00","19,472.00"
"04 Oct 2023","19,436.00","19,483.00","0.24%","19,490.00","19,354.00"
"03 Oct 2023","19,577.00","19,552.00","-0.13%","19,625.00","19,450.00"
"29 Sep 2023","19,645.00","19,710.00","0.33%","19,799.00","19,590.00"
"28 Sep 2023","19,841.00","19,636.00","-1.03%","19,847.00","19,590.00"
"27 Sep 2023","19,601.00","19,713.00","0.57%","19,745.00","19,536.00"
"26 Sep 2023","19,654.00","19,670.00","0.08%","19,714.00","19,596.00"
"25 Sep 2023","19,679.00","19,696.00","0.09%","19,754.00","19,621.00"
"22 Sep 2023","19,650.00","19,702.00","0.26%","19,820.00","19,630.00"
"21 Sep 2023","19,866.00","19,772.00","-0.47%","19,885.00","19,662.00"
"20 Sep 2023","20,110.00","19,950.00","-0.80%","20,110.00","19,890.00"
"19 Sep 2023","20,158.00","20,137.00","-0.10%","20,198.00","20,085.00"
"18 Sep 2023","20,149.00","20,209.00","0.30%","20,242.00","20,129.00"
"15 Sep 2023","20,206.00","20,255.00","0.24%","20,280.00","20,162.00"
"14 Sep 2023","20,128.00","20,192.00","0.32%","20,233.00","20,112.00"
"13 Sep 2023","20,083.00","20,138.00","0.27%","20,174.00","20,012.00"
"12 Sep 2023","20,120.00","20,030.00","-0.45%","20,153.00","19,981.00"
"11 Sep 2023","19,929.00","20,046.00","0.59%","20,129.00","19,912.00"
"08 Sep 2023","19,803.00","19,880.00","0.39%","19,949.00","19,770.00"
"07 Sep 2023","19,622.00","19,765.00","0.73%","19,787.00","19,585.00"
"06 Sep 2023","19,654.00","19,663.00","0.05%","19,720.00","19,551.00"
"05 Sep 2023","19,588.00","19,661.00","0.37%","19,690.00","19,573.00"
"04 Sep 2023","19,573.00","19,617.00","0.22%","19,620.00","19,504.00"
"31 Aug 2023","19,458.00","19,449.00","-0.05%","19,500.00","19,390.00"
"30 Aug 2023","19,422.00","19,340.00","-0.42%","19,444.00","19,331.00"
"29 Aug 2023","19,370.00","19,347.00","-0.12%","19,433.00","19,305.00"
"28 Aug 2023","19,289.00","19,306.00","0.09%","19,376.00","19,244.00"
"25 Aug 2023","19,312.00","19,265.00","-0.24%","19,331.00","19,185.00"
"24 Aug 2023","19,515.00","19,393.00","-0.63%","19,576.00","19,292.00"
"23 Aug 2023","19,355.00","19,492.00","0.71%","19,494.00","19,324.00"
"22 Aug 2023","19,393.00","19,384.00","-0.05%","19,430.00","19,301.00"
"21 Aug 2023","19,347.00","19,399.00","0.27%","19,435.00","19,301.00"
"18 Aug 2023","19,284.00","19,329.00","0.23%","19,368.00","19,265.00"
"17 Aug 2023","19,410.00","19,382.00","-0.14%","19,451.00","19,280.00"
"16 Aug 2023","19,386.00","19,471.00","0.44%","19,519.00","19,350.00"
"14 Aug 2023","19,459.00","19,474.00","0.08%","19,500.00","19,311.00"
"11 Aug 2023","19,560.00","19,486.00","-0.38%","19,573.00","19,431.00"
"10 Aug 2023","19,650.00","19,600.00","-0.25%","19,665.00","19,526.00"
"09 Aug 2023","19,573.00","19,672.00","0.51%","19,702.00","19,507.00"
"08 Aug 2023","19,673.00","19,591.00","-0.42%","19,683.00","19,527.00"
"07 Aug 2023","19,668.00","19,659.00","-0.05%","19,689.00","19,555.00"
"04 Aug 2023","19,494.00","19,559.00","0.33%","19,670.00","19,475.00"
"03 Aug 2023","19,472.00","19,458.00","-0.07%","19,586.00","19,379.00"
"02 Aug 2023","19,762.00","19,595.00","-0.85%","19,783.00","19,483.00"
"01 Aug 2023","19,886.00","19,827.00","-0.30%","19,901.00","19,767.00"
"31 Jul 2023","19,781.00","19,842.00","0.31%","19,919.00","19,710.00"
"28 Jul 2023","19,808.00","19,733.00","-0.38%","19,819.00","19,685.00"
"27 Jul 2023","19,999.00","19,850.00","-0.75%","20,016.00","19,764.00"
"26 Jul 2023","19,709.00","19,769.00","0.30%","19,851.00","19,685.00"
"25 Jul 2023","19,700.00","19,687.00","-0.07%","19,750.00","19,632.00"
"24 Jul 2023","19,721.00","19,693.00","-0.14%","19,812.00","19,674.00"
"21 Jul 2023","19,857.00","19,828.00","-0.15%","19,905.00","19,736.00"
"20 Jul 2023","19,856.00","19,960.00","0.52%","20,000.00","19,806.00"
"19 Jul 2023","19,829.00","19,865.00","0.18%","19,900.00","19,759.00"
"18 Jul 2023","19,765.00","19,780.00","0.08%","19,838.00","19,725.00"
"17 Jul 2023","19,594.00","19,738.00","0.73%","19,795.00","19,594.00"
"14 Jul 2023","19,518.00","19,648.00","0.67%","19,676.00","19,490.00"
"13 Jul 2023","19,599.00","19,493.00","-0.54%","19,625.00","19,464.00"
"12 Jul 2023","19,535.00","19,466.00","-0.35%","19,583.00","19,413.00"
"11 Jul 2023","19,497.00","19,510.00","0.07%","19,572.00","19,465.00"
"10 Jul 2023","19,443.00","19,426.00","-0.09%","19,490.00","19,387.00"
"07 Jul 2023","19,473.00","19,385.00","-0.45%","19,584.00","19,385.00"
"06 Jul 2023","19,510.00","19,549.00","0.20%","19,576.00","19,390.00"
"05 Jul 2023","19,528.00","19,512.00","-0.08%","19,541.00","19,451.00"
"04 Jul 2023","19,440.00","19,497.00","0.29%","19,536.00","19,435.00"
"03 Jul 2023","19,278.00","19,446.00","0.87%","19,478.00","19,278.00"
"30 Jun 2023","17,300.00","19,279.00","11.44%","19,440.00","17,300.00"
"29 Jun 2023","19,160.00","19,165.00","0.03%","19,165.00","19,046.00"
"28 Jun 2023","19,165.00","19,158.00","-0.04%","19,185.00","19,113.00"
"27 Jun 2023","18,727.00","18,810.00","0.44%","18,866.00","18,722.00"
"26 Jun 2023","18,699.00","18,718.00","0.10%","18,746.00","18,666.00"
"23 Jun 2023","18,847.00","18,712.00","-0.72%","18,847.00","18,667.00"
"22 Jun 2023","18,866.00","18,854.00","-0.06%","18,924.00","18,789.00"
"21 Jun 2023","18,872.00","18,904.00","0.17%","18,914.00","18,836.00"
"20 Jun 2023","18,813.00","18,792.00","-0.11%","18,814.00","18,719.00"
"19 Jun 2023","18,899.00","18,800.00","-0.52%","18,932.00","18,800.00"
"16 Jun 2023","18,803.00","18,931.00","0.68%","18,954.00","18,801.00"
"15 Jun 2023","18,812.00","18,757.00","-0.29%","18,886.00","18,724.00"
"14 Jun 2023","18,835.00","18,833.00","-0.01%","18,855.00","18,763.00"
"13 Jun 2023","18,755.00","18,785.00","0.16%","18,825.00","18,742.00"
"12 Jun 2023","18,659.00","18,690.00","0.17%","18,704.00","18,638.00"
"09 Jun 2023","18,753.00","18,651.00","-0.54%","18,753.00","18,615.00"
"08 Jun 2023","18,825.00","18,724.00","-0.54%","18,857.00","18,689.00"
"07 Jun 2023","18,711.00","18,817.00","0.57%","18,838.00","18,693.00"
"06 Jun 2023","18,690.00","18,685.00","-0.03%","18,715.00","18,615.00"
"05 Jun 2023","18,726.00","18,701.00","-0.13%","18,733.00","18,656.00"
"02 Jun 2023","18,648.00","18,643.00","-0.03%","18,670.00","18,557.00"
"01 Jun 2023","18,611.00","18,579.00","-0.17%","18,656.00","18,521.00"
"31 May 2023","18,669.00","18,633.00","-0.19%","18,680.00","18,550.00"
"30 May 2023","18,684.00","18,733.00","0.26%","18,759.00","18,678.00"
"29 May 2023","18,708.00","18,694.00","-0.07%","18,738.00","18,670.00"
"26 May 2023","18,442.00","18,606.00","0.89%","18,688.00","18,427.00"
"25 May 2023","18,347.00","18,428.00","0.44%","18,449.00","18,306.00"
"24 May 2023","18,286.00","18,293.00","0.04%","18,397.00","18,254.00"
"23 May 2023","18,358.00","18,369.00","0.06%","18,433.00","18,310.00"
"22 May 2023","18,228.00","18,330.00","0.56%","18,362.00","18,206.00"
"19 May 2023","18,197.00","18,229.00","0.18%","18,237.00","18,088.00"
"18 May 2023","18,283.00","18,170.00","-0.62%","18,324.00","18,151.00"
"17 May 2023","18,296.00","18,237.00","-0.32%","18,325.00","18,162.00"
"16 May 2023","18,447.00","18,325.00","-0.66%","18,455.00","18,304.00"
"15 May 2023","18,285.00","18,418.00","0.73%","18,470.00","18,280.00"
"12 May 2023","18,290.00","18,336.00","0.25%","18,366.00","18,222.00"
"11 May 2023","18,390.00","18,348.00","-0.23%","18,403.00","18,258.00"
"10 May 2023","18,345.00","18,358.00","0.07%","18,408.00","18,265.00"
"09 May 2023","18,340.00","18,323.00","-0.09%","18,394.00","18,300.00"
"08 May 2023","18,170.00","18,323.00","0.84%","18,349.00","18,170.00"
"05 May 2023","18,245.00","18,117.00","-0.70%","18,267.00","18,117.00"
"04 May 2023","18,095.00","18,278.00","1.01%","18,315.00","18,095.00"
"03 May 2023","18,142.00","18,143.00","0.01%","18,175.00","18,116.00"
"02 May 2023","18,244.00","18,226.00","-0.10%","18,253.00","18,116.00"
"01 May 2023","18,251.00","18,122.00","-0.71%","18,271.00","18,122.00"
"28 Apr 2023","18,076.00","18,125.00","0.27%","18,210.00","17,968.00"
"27 Apr 2023","17,896.00","18,004.00","0.60%","18,011.00","17,887.00"
"26 Apr 2023","17,761.00","17,829.00","0.38%","17,834.00","17,724.00"
"25 Apr 2023","17,740.00","17,782.00","0.24%","17,823.00","17,734.00"
"24 Apr 2023","17,688.00","17,767.00","0.45%","17,781.00","17,640.00"
"21 Apr 2023","17,679.00","17,623.00","-0.32%","17,687.00","17,616.00"
"20 Apr 2023","17,670.00","17,629.00","-0.23%","17,726.00","17,624.00"
"19 Apr 2023","17,689.00","17,688.00","-0.01%","17,706.00","17,664.00"
"18 Apr 2023","17,767.00","17,703.00","-0.36%","17,775.00","17,673.00"
"17 Apr 2023","17,794.00","17,755.00","-0.22%","17,808.00","17,667.00"
"14 Apr 2023","17,920.00","17,861.00","-0.33%","17,922.00","17,806.00"
"13 Apr 2023","17,860.00","17,873.00","0.07%","17,907.00","17,779.00"
"12 Apr 2023","17,799.00","17,865.00","0.37%","17,907.00","17,791.00"
"11 Apr 2023","17,743.00","17,822.00","0.45%","17,884.00","17,736.00"
"10 Apr 2023","17,694.00","17,683.00","-0.06%","17,735.00","17,652.00"
"07 Apr 2023","17,708.00","17,646.00","-0.35%","17,708.00","17,646.00"
"06 Apr 2023","17,585.00","17,648.00","0.36%","17,705.00","17,549.00"
"05 Apr 2023","17,504.00","17,615.00","0.63%","17,648.00","17,504.00"
"04 Apr 2023","17,535.00","17,451.00","-0.48%","17,562.00","17,451.00"
"03 Apr 2023","17,434.00","17,453.00","0.11%","17,465.00","17,370.00"
"31 Mar 2023","17,331.00","17,410.00","0.46%","17,448.00","17,243.00"
"30 Mar 2023","17,156.00","17,241.00","0.50%","17,265.00","17,144.00"
"29 Mar 2023","17,084.00","17,189.00","0.61%","17,209.00","17,030.00"
"28 Mar 2023","17,050.00","16,977.00","-0.43%","17,083.00","16,933.00"
"27 Mar 2023","16,998.00","17,053.00","0.32%","17,065.00","16,941.00"
"24 Mar 2023","17,092.00","16,956.00","-0.80%","17,111.00","16,925.00"
"23 Mar 2023","17,106.00","17,078.00","-0.16%","17,232.00","17,062.00"
"22 Mar 2023","17,202.00","17,171.00","-0.18%","17,217.00","17,137.00"
"21 Mar 2023","17,076.00","17,142.00","0.39%","17,163.00","17,044.00"
"20 Mar 2023","17,030.00","17,021.00","-0.05%","17,170.00","16,842.00"
"17 Mar 2023","17,167.00","17,172.00","0.03%","17,186.00","17,014.00"
"16 Mar 2023","16,978.00","17,031.00","0.31%","17,099.00","16,900.00"
"15 Mar 2023","17,236.00","17,005.00","-1.34%","17,236.00","16,970.00"
"14 Mar 2023","17,162.00","17,103.00","-0.34%","17,253.00","17,046.00"
"13 Mar 2023","17,486.00","17,188.00","-1.70%","17,550.00","17,155.00"
"10 Mar 2023","17,430.00","17,454.00","0.14%","17,458.00","17,333.00"
"09 Mar 2023","17,786.00","17,633.00","-0.86%","17,786.00","17,620.00"
"08 Mar 2023","17,672.00","17,730.00","0.33%","17,756.00","17,649.00"
"07 Mar 2023","17,804.00","17,845.00","0.23%","17,860.00","17,760.00"
"06 Mar 2023","17,723.00","17,768.00","0.25%","17,856.00","17,652.00"
"03 Mar 2023","17,456.00","17,651.00","1.12%","17,690.00","17,456.00"
"02 Mar 2023","17,400.00","17,374.00","-0.15%","17,486.00","17,359.00"
"01 Mar 2023","17,453.00","17,504.00","0.29%","17,504.00","17,434.00"
"28 Feb 2023","17,464.00","17,395.00","-0.40%","17,500.00","17,327.00"
"27 Feb 2023","17,471.00","17,497.00","0.15%","17,546.00","17,381.00"
"24 Feb 2023","17,661.00","17,546.00","-0.65%","17,679.00","17,495.00"
"23 Feb 2023","17,590.00","17,596.00","0.03%","17,689.00","17,549.00"
"22 Feb 2023","17,760.00","17,556.00","-1.15%","17,855.00","17,534.00"
"21 Feb 2023","17,880.00","17,831.00","-0.27%","17,929.00","17,816.00"
"20 Feb 2023","17,961.00","17,863.00","-0.55%","18,010.00","17,834.00"
"17 Feb 2023","17,970.00","17,958.00","-0.07%","18,046.00","17,889.00"
"16 Feb 2023","18,103.00","18,037.00","-0.36%","18,153.00","17,950.00"
